,Position,Track Name,Artist,Stream Count/Week,URL,source,Week Ending,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
5765,166,Lose Control,MEDUZA,4951305,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7CHi4DtfK4heMlQaudCuHK,Lose Control,Lose Control,MEDUZA,2019-10-11,168387,85,0.598,0.129,0.526,0.0,0.14,-8.659,0.0415,123.935,4
5766,167,Tak Tiki Tak,Harry Nach,4948946,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7gwwt1IaAWwmB7af0AcuBM,Tak Tiki Tak,Tak Tiki Tak,Harry Nach,2020-07-10,212406,76,0.801,0.333,0.579,0.000355,0.172,-4.78,0.0813,99.994,4
5767,168,Be Alright,Dean Lewis,4928192,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5qrSlOut2rNAWv3ubArkNy,Be Alright,A Place We Knew,Dean Lewis,2019-03-22,196493,77,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,126.421,4
5768,169,El Mismo Aire - con Pablo Alborán,Camilo,4925585,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5EbtodsuLbxrFDH6j5avVS,El Mismo Aire - con Pablo Alborán,El Mismo Aire (con Pablo Alborán),Camilo,2020-06-10,188213,80,0.483,0.603,0.492,0.0,0.323,-6.591,0.295,144.511,4
5769,170,exile (feat. Bon Iver),Taylor Swift,4924533,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,285634,81,0.298,0.778,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,4
5770,171,WHATS POPPIN,Jack Harlow,4891661,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Sweet Action,Jack Harlow,2020-03-13,139741,83,0.923,0.017,0.604,0.0,0.272,-6.671,0.245,145.062,4
5771,172,No Guidance (feat. Drake),Chris Brown,4873544,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Indigo,Chris Brown,2019-06-28,260640,83,0.696,0.123,0.454,0.0,0.155,-6.756,0.153,92.928,4
5772,173,Lose Somebody,Kygo,4857302,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,1sgDyuLooyvEML4oHspNza,Lose Somebody,Golden Hour,Kygo,2020-05-29,199549,75,0.58,0.344,0.586,0.0,0.0755,-6.883,0.0357,147.988,4
5773,174,Without Me,Halsey,4851235,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Manic,Halsey,2020-01-17,201660,78,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
5774,175,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,4840269,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,2020-05-22,197760,80,0.825,0.114,0.458,0.0,0.102,-7.47,0.0577,145.115,4
5775,176,Righteous,Juice WRLD,4819362,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5dOxHHMOFAbG3VH23t0xNm,Righteous,Legends Never Die,Juice WRLD,2020-07-10,242180,83,0.706,0.0417,0.625,0.0,0.129,-7.426,0.0314,142.948,4
5776,177,Boy With Luv (feat. Halsey),BTS,4813684,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,83,0.645,0.0923,0.862,0.0,0.192,-4.757,0.0965,119.991,4
5777,178,Happier,Marshmello,4813448,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2dpaYNEQHiRxtZbfNsse99,Happier,Happier,Marshmello,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.167,-2.749,0.0452,100.015,4
5778,179,CÓMO SE SIENTE - Remix,Jhay Cortez,4810827,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2tFwfmceQa1Y6nRPhYbEtC,CÓMO SE SIENTE - Remix,CÓMO SE SIENTE (Remix),Jhay Cortez,2020-05-09,227520,83,0.807,0.0946,0.606,0.0,0.119,-8.871,0.088,92.988,4
5779,180,Conversations,Juice WRLD,4805366,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4K06PO78fW4mnBVenxGNob,Conversations,Legends Never Die,Juice WRLD,2020-07-10,181661,80,0.747,0.176,0.622,0.0,0.151,-5.825,0.0838,159.93,4
5780,181,Dolly (with Lil Uzi Vert),Lil Tecca,4800543,https://open.spotify.com/track/77Xwqkw7VrV8E5FCq9JhO8,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,77Xwqkw7VrV8E5FCq9JhO8,Dolly (with Lil Uzi Vert),Virgo World,Lil Tecca,2020-09-18,179813,68,0.664,0.212,0.586,0.0,0.216,-7.813,0.238,88.502,5
5781,182,Chicago Freestyle (feat. Giveon),Drake,4799038,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,220487,83,0.735,0.629,0.449,0.0,0.113,-7.507,0.347,122.947,4
5782,183,Money Trees,Kendrick Lamar,4784405,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"good kid, m.A.A.d city",Kendrick Lamar,2012,386906,77,0.716,0.0703,0.531,0.0,0.224,-7.355,0.122,71.994,4
5783,184,Get You The Moon (feat. Snøw),Kina,4765407,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,85,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4
5784,185,Star Shopping,Lil Peep,4734984,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,30bqVoKjX479ab90a8Pafp,Star Shopping,Star Shopping,Lil Peep,2019-04-19,142000,86,0.585,0.0967,0.471,0.0184,0.115,-9.934,0.0616,93.099,4
5785,186,"10,000 Hours (with Justin Bieber)",Dan + Shay,4718954,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,167693,85,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,89.991,4
5786,187,Take Me To Church,Hozier,4714038,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Hozier,2014-07-20,241688,84,0.566,0.634,0.664,0.0,0.116,-5.303,0.0464,128.945,4
5787,188,GOOBA,6ix9ine,4690955,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6qiiDtFAJjyEhoZVcf6ovL,GOOBA,TattleTales,6ix9ine,2020-09-04,132303,71,0.611,0.0264,0.688,0.0,0.251,-5.688,0.341,178.462,4
5788,189,The Less I Know The Better,Tame Impala,4677829,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,86,0.64,0.0115,0.74,0.00678,0.167,-4.083,0.0284,116.879,4
5789,190,Something Just Like This,The Chainsmokers,4654878,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017-04-07,247160,84,0.617,0.0498,0.635,1.44e-05,0.164,-6.769,0.0317,103.019,4
5790,191,GO (feat. Juice WRLD),The Kid LAROI,4618993,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD),F*CK LOVE,The Kid LAROI,2020-07-24,181688,82,0.487,0.157,0.74,0.0,0.612,-4.973,0.0944,73.779,4
5791,192,Physical,Dua Lipa,4599807,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3AzjcOeAmA57TIOr9zF1ZW,Physical,Future Nostalgia,Dua Lipa,2020-03-27,193829,79,0.647,0.0137,0.844,0.000658,0.102,-3.756,0.0457,146.967,4
5792,193,Let Her Go,Passenger,4579212,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2jyjhRf6DVbMPU5zxagN2h,Let Her Go,All The Little Lights,Passenger,2012,252866,69,0.509,0.385,0.538,0.0,0.104,-7.335,0.0572,75.089,4
5793,194,Hot Stuff,Kygo,4569978,https://open.spotify.com/track/00ETaeHUQ6lops3oWU1Wrt,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,00ETaeHUQ6lops3oWU1Wrt,Hot Stuff,Hot Stuff,Kygo,2020-09-18,199007,75,0.681,0.019,0.773,1.28e-06,0.11,-5.749,0.148,119.961,4
5794,195,Moonlight,XXXTENTACION,4560687,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0JP9xo3adEtGSdUEISiszL,Moonlight,?,XXXTENTACION,2018-03-16,135090,85,0.921,0.556,0.537,0.00404,0.102,-5.723,0.0804,128.009,4
5795,196,Investe Em Mim,Jonas Esticado,4557015,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,15k1TDabqSEmyXOwMq9RM7,Investe Em Mim,Investe Em Mim,Jonas Esticado,2019-12-13,186533,81,0.632,0.317,0.953,0.0,0.125,-1.283,0.0325,160.061,4
5796,197,Who's Laughing Now,Ava Max,4526982,https://open.spotify.com/track/2ICse7t8MB60EFk6o9aUyw,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2ICse7t8MB60EFk6o9aUyw,Who's Laughing Now,Heaven & Hell,Ava Max,2020-09-18,180348,40,0.648,0.00565,0.641,3.63e-06,0.109,-5.521,0.0389,184.021,4
5797,198,Bruises,Lewis Capaldi,4518529,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4Of7rzpRpV1mWRbhp5rAqG,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,83,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,111.202,4
5798,199,July,Noah Cyrus,4512187,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6J2LdBN97cDWn0MLxYh9HB,July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,156106,84,0.708,0.868,0.186,0.0,0.0779,-8.953,0.042,72.541,4
5799,200,Sweet but Psycho,Ava Max,4502853,https://open.spotify.com/track/3tNE4i6TBqMdyTZxHDAn9B,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3tNE4i6TBqMdyTZxHDAn9B,Sweet but Psycho,Heaven & Hell,Ava Max,2020-09-18,187436,41,0.72,0.0684,0.706,0.0,0.166,-4.719,0.0473,133.002,4
5800,1,Mood (feat. iann dior),24kGoldn,39960744,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,2020-07-24,140525,95,0.7,0.221,0.722,0.0,0.272,-3.558,0.0369,90.989,4
5801,2,WAP (feat. Megan Thee Stallion),Cardi B,34915133,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,187541,90,0.935,0.0194,0.454,0.0,0.0824,-7.509,0.375,133.073,4
5802,3,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,29828907,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,Internet Money,2020-08-28,195428,86,0.8,0.25,0.658,0.0,0.111,-6.142,0.079,140.042,4
5803,4,Hawái,Maluma,29733434,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,1yoMvmasuxZfqHEipJhRbp,Hawái,PAPI JUANCHO,Maluma,2020-08-21,199112,85,0.783,0.185,0.727,2.46e-05,0.0626,-3.454,0.389,180.067,4
5804,5,Dynamite,BTS,27835215,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,0t1kP63rueHleOhQkYSXFY,Dynamite,Dynamite (DayTime Version),BTS,2020-08-28,199053,83,0.746,0.0112,0.765,0.0,0.0936,-4.41,0.0993,114.044,4
5805,6,Holy (feat. Chance The Rapper),Justin Bieber,24282760,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,212093,88,0.673,0.196,0.704,0.0,0.0898,-8.056,0.36,86.919,4
5806,7,Blinding Lights,The Weeknd,23475244,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,96,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
5807,8,Watermelon Sugar,Harry Styles,23372224,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,91,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
5808,9,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,22348585,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,89,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
5809,10,Savage Love (Laxed - Siren Beat),Jawsh 685,20984707,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,171374,87,0.767,0.234,0.481,0.0,0.269,-8.52,0.0803,150.076,4
5810,11,Laugh Now Cry Later (feat. Lil Durk),Drake,20415499,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,261492,88,0.761,0.244,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4
5811,12,ROCKSTAR (feat. Roddy Ricch),DaBaby,19746401,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,181733,91,0.746,0.247,0.69,0.0,0.101,-7.956,0.164,89.977,4
5812,13,Head & Heart (feat. MNEK),Joel Corry,19290456,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,166028,91,0.734,0.168,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,4
5813,14,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,18111805,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,4jVBIpuOiMj1crqd8LoCrJ,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-09-25,202794,79,0.835,0.00671,0.699,0.0,0.195,-5.405,0.277,154.981,4
5814,15,you broke me first,Tate McRae,17538395,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,92,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4
5815,16,Relación - Remix,Sech,17457791,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,35UUpTmrcFXNIVIN26ujXl,Relación - Remix,Relación (Remix),Sech,2020-09-04,247308,88,0.793,0.0337,0.771,1.51e-06,0.284,-3.417,0.0959,171.943,4
5816,17,Heather,Conan Gray,17183596,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,4xqrdfXkTW4T0RauPLv3WA,Heather,Kid Krow,Conan Gray,2020-03-20,198040,90,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3
5817,18,POPSTAR (feat. Drake),DJ Khaled,16750813,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,2020-07-17,200221,86,0.8,0.057,0.56,0.0,0.134,-4.818,0.261,163.071,4
5818,19,Roses - Imanbek Remix,SAINt JHN,15690566,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,2Wo6QQD1KMDWeFkkjLqwx5,Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-09-13,176218,67,0.785,0.0149,0.721,0.00432,0.285,-5.457,0.0506,121.962,4
5819,20,What You Know Bout Love,Pop Smoke,15449257,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,160000,91,0.709,0.65,0.548,1.59e-06,0.133,-8.493,0.353,83.995,4
5820,21,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,14932474,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020-07-24,232253,88,0.571,0.00536,0.693,0.0,0.173,-8.234,0.0545,168.169,4
5821,22,Breaking Me,Topic,14580470,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,3H7ihDc1dqLriiWXwsc2po,Breaking Me,Breaking Me,Topic,2019-12-19,166793,88,0.789,0.223,0.72,0.0,0.129,-5.652,0.218,122.031,4
5822,23,"Ay, DiOs Mío!",KAROL G,14461579,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!","Ay, DiOs Mío!",KAROL G,2020-07-10,189653,85,0.718,0.512,0.712,0.00121,0.104,-4.366,0.174,180.034,4
5823,24,La Curiosidad,Jay Wheeler,14361248,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,Platonicos,Jay Wheeler,2020-06-12,219048,86,0.845,0.269,0.677,0.000917,0.108,-4.798,0.136,90.013,4
5824,25,Ice Cream (with Selena Gomez),BLACKPINK,14169711,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,2J4P46vCFm1rPkNkp9pZWX,Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,2020-08-28,175813,75,0.79,0.0342,0.729,9.31e-05,0.0411,-3.843,0.334,159.989,4
5825,26,Mood Swings (feat. Lil Tjay),Pop Smoke,13847461,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,213333,86,0.48,0.487,0.602,0.0,0.0848,-6.335,0.368,179.798,4
5826,27,Someone You Loved,Lewis Capaldi,13529916,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,90,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4
5827,28,Dance Monkey,Tones And I,12968198,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Dance Monkey,Tones And I,2019-05-10,209754,69,0.825,0.688,0.593,0.000161,0.17,-6.401,0.0988,98.078,4
5828,29,Tattoo - Remix with Camilo,Rauw Alejandro,12810214,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,4ZRrLHqzhGRXYj2qcB4s5S,Tattoo - Remix with Camilo,Tattoo (Remix with Camilo),Rauw Alejandro,2020-07-09,222680,83,0.848,0.0413,0.637,0.0,0.0521,-5.132,0.156,96.988,4
5829,30,Come & Go (with Marshmello),Juice WRLD,12673506,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,86,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4
5830,31,Before You Go,Lewis Capaldi,12594138,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,85,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4
5831,32,Take You Dancing,Jason Derulo,12563623,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,190306,87,0.789,0.0332,0.711,0.0,0.0876,-4.248,0.041,112.985,4
5832,33,Midnight Sky,Miley Cyrus,12377049,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,Midnight Sky,Miley Cyrus,2020-08-14,223279,82,0.705,0.00115,0.814,0.00312,0.203,-5.466,0.0346,110.0,4
5833,34,La Jeepeta - Remix,Nio Garcia,12297488,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,6bvfJf4KjonPMuPfGfy3S2,La Jeepeta - Remix,Now Or Never,Nio Garcia,2020-07-24,345240,75,0.814,0.297,0.714,4.89e-06,0.091,-4.65,0.207,176.013,4
5834,35,Put Your Records On,Ritt Momney,11992431,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,210463,87,0.399,0.0563,0.491,0.00089,0.11,-10.778,0.0538,91.066,4
5835,36,death bed (coffee for your head),Powfu,11677632,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-global-weekly-2020-09-25--2020-10-02.csv,2020-10-02,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,89,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4
